"V1","V2","V3"
"0.543894315350045","0.4","A"
"1.58586067730113","0.5","A"
"0.00593153436282544","0","B"
"0.237764599010779","0.1","B"
"0.698357084478082","0.2","B"
"0.968563000321771","0.3","B"
"1.69136476713384","0.4","B"
"5.28462375051027","0.5","B"
"0.00908276091743274","0","C"
"0.354805442865413","0.1","C"
"1.03475300137132","0.2","C"
"1.40808110909135","0.3","C"
"2.16440997488951","0.4","C"
"6.28462103055309","0.5","C"
"0.0856839826327327","0","A"
"0.0900398978811422","0.1","A"
"0.200648144607437","0.2","A"
"0.424536898590165","0.3","A"
"1.19372650167374","0.4","A"
"1.34705690628716","0.5","A"
"0.0876959052266614","0","B"
"0.221131620591137","0.1","B"
"0.319384347643901","0.2","B"
"1.12042734620246","0.3","B"
"3.14537232480092","0.4","B"
"4.03866599857539","0.5","B"
"0.225172352519643","0","C"
"0.290777887248088","0.1","C"
"0.762299974640073","0.2","C"
"1.62168867294608","0.3","C"
"4.63702245169532","0.4","C"
"5.2518678177037","0.5","C"
"0.077842525735123","0","A"
"0.0408865610212847","0.1","A"
"0.246374666810593","0.2","A"
"0.295701533524363","0.3","A"
"1.0662717087674","0.4","A"
"1.77395789101673","0.5","A"
"0.0957798248766273","0","B"
"0.0548961541680127","0.1","B"
"0.71920446796159","0.2","B"
"0.95200247458589","0.3","B"
"3.71452931395535","0.4","B"
"5.83351431038095","0.5","B"
"0.237984624762224","0","C"
"0.136587103236621","0.1","C"
"0.959615486681784","0.2","C"
"1.14437216998261","0.3","C"
"4.18185652731063","0.4","C"
"6.97880802982765","0.5","C"
"0.0429283060982841","0","A"
"0.085318826815291","0.1","A"
"0.356094988000772","0.2","A"
"0.477509073619373","0.3","A"
"0.890524489829492","0.4","A"
"1.58277750462636","0.5","A"
"0.189793087872184","0","B"
"0.10473205075993","0.1","B"
"0.882562107392602","0.2","B"
"1.46696659067852","0.3","B"
"3.25987271686462","0.4","B"
"5.18363575751671","0.5","B"
"0.125435887664063","0","C"
"0.238459961521452","0.1","C"
"1.33830825492453","0.2","C"
"1.84088821646243","0.3","C"
"3.54766993106568","0.4","C"
"6.19358050817044","0.5","C"
"0.0392462939892086","0","A"
"0.113540881872516","0.1","A"
"0.330911668240942","0.2","A"
"0.546038910589404","0.3","A"
"0.870940844067846","0.4","A"
"1.0463959084011","0.5","A"
"0.107328487273093","0","B"
"0.154300067629626","0.1","B"
"0.762827595915548","0.2","B"
"1.44180453920473","0.3","B"
"3.09497764970709","0.4","B"
"3.64681087002451","0.5","B"
"0.135141970064983","0","C"
"0.387080984176059","0.1","C"
"1.26333964370811","0.2","C"
"1.8808356779261","0.3","C"
"3.39257424553128","0.4","C"
"4.17870338224505","0.5","C"
"0.0222441403063003","0","A"
"0.11211477105474","0.1","A"
"0.179712991432133","0.2","A"
"0.432164888993114","0.3","A"
"0.947143517730285","0.4","A"
"1.27276628179502","0.5","A"
"0.0286135840597671","0","B"
"0.556124284309382","0.1","B"
"0.473279713370932","0.2","B"
"1.28278624711826","0.3","B"
"3.33319339393693","0.4","B"
"3.28725940254262","0.5","B"
"0.0562519609731174","0","C"
"0.407188206981709","0.1","C"
"0.685116527674728","0.2","C"
"1.62379629404499","0.3","C"
"3.72021601480264","0.4","C"
"4.86258154867766","0.5","C"
"0.0425358636080445","0","A"
"0.0677935128996174","0.1","A"
"0.413406073436831","0.2","A"
"0.362784256292572","0.3","A"
"0.620916402728044","0.4","A"
"1.34935178452366","0.5","A"
"0.0649009374341669","0","B"
"0.0885347773704833","0.1","B"
"1.42399738912665","0.2","B"
"0.903255217892036","0.3","B"
"1.70985276349454","0.4","B"
"3.36878582058351","0.5","B"
"0.113639603237592","0","C"
"0.230032632118934","0.1","C"
"1.58591716653081","0.2","C"
"1.38068743165396","0.3","C"
"2.55328129102226","0.4","C"
"5.25869049672435","0.5","C"
"0.091022500425203","0","A"
"0.145727504966477","0.1","A"
"0.259904776405813","0.2","A"
"0.415517760526254","0.3","A"
"0.761096637426867","0.4","A"
"1.29554960767833","0.5","A"
"0.220918589967345","0","B"
"0.16616991884089","0.1","B"
"0.696785756935401","0.2","B"
"1.39050503430777","0.3","B"
"2.15949967310101","0.4","B"
"3.40336656779476","0.5","B"
"0.251699423510372","0","C"
"0.487136127104906","0.1","C"
"0.911600874271296","0.2","C"
"1.60261632399364","0.3","C"
"3.0250766683919","0.4","C"
"4.96819056789284","0.5","C"
"0.0758194382276164","0","A"
"0.0418007879648885","0.1","A"
"0.359832451079973","0.2","A"
"0.474545566333842","0.3","A"
"0.972743763206181","0.4","A"
"1.24991716234848","0.5","A"
"0.125267223577276","0","B"
"0.0771405610927209","0.1","B"
"1.27525664284341","0.2","B"
"1.71654094583797","0.3","B"
"3.53568964097725","0.4","B"
"3.81198056385626","0.5","B"
"0.200330831548181","0","C"
"0.159564424991997","0.1","C"
"1.41941964284437","0.2","C"
"1.84581776933877","0.3","C"
"3.79110417659601","0.4","C"
"4.9045776821603","0.5","C"
"0.0424226441925458","0","A"
"0.0408953627899443","0.1","A"
"0.270973419847903","0.2","A"
"0.553165236075203","0.3","A"
"0.66470580138331","0.4","A"
"1.55701714785333","0.5","A"
"0.163152167047719","0","B"
"0.128686141339271","0.1","B"
"0.593109510558207","0.2","B"
"1.4493960029488","0.3","B"
"2.16141489867272","0.4","B"
"4.71579364021699","0.5","B"
"0.119941835069061","0","C"
"0.160632820203156","0.1","C"
"1.01589426527317","0.2","C"
"2.15363002664616","0.3","C"
"2.55693635772589","0.4","C"
"6.16230936005662","0.5","C"
"0.0384437489116593","0","A"
"0.0450216265106646","0.1","A"
"0.110899230825279","0.2","A"
"0.424396928183505","0.3","A"
"0.731716451876829","0.4","A"
"1.18199460007966","0.5","A"
"0.0614811959766544","0","B"
"0.120105205925588","0.1","B"
"0.161678326764446","0.2","B"
"1.588556804081","0.3","B"
"2.09391715615631","0.4","B"
"3.40650617446579","0.5","B"
"0.111230043569163","0","C"
"0.164400127107912","0.1","C"
"0.326438776112293","0.2","C"
"1.61368305594345","0.3","C"
"2.87171806945462","0.4","C"
"4.85583531450228","0.5","C"
"0.0602650788915269","0","A"
"0.0472901049121477","0.1","A"
"0.279953303241762","0.2","A"
"0.49579284260563","0.3","A"
"0.723545423807261","0.4","A"
"1.42844393162864","0.5","A"
"0.0600490936888677","0","B"
"0.0469056231726858","0.1","B"
"0.960259273665422","0.2","B"
"1.72448346436563","0.3","B"
"2.35333192675399","0.4","B"
"4.61538856928748","0.5","B"
"0.157117212128525","0","C"
"0.12542337355747","0.1","C"
"1.10599399677951","0.2","C"
"1.94916161753946","0.3","C"
"2.85640638753202","0.4","C"
"5.81965614956911","0.5","C"
"0.0360750352992923","0","A"
"0.0623793255509714","0.1","A"
"0.226933656299171","0.2","A"
"0.615262816232026","0.3","A"
"0.933721745566156","0.4","A"
"1.27575321480068","0.5","A"
"0.0348420022362433","0","B"
"0.115399908561971","0.1","B"
"0.489836421867909","0.2","B"
"2.33871996913049","0.3","B"
"2.49789583620403","0.4","B"
"4.55102691657787","0.5","B"
"0.100429446968576","0","C"
"0.232323081429058","0.1","C"
"0.852752691373858","0.2","C"
"2.39831485539707","0.3","C"
"3.62401172728372","0.4","C"
"4.85332437807191","0.5","C"
"0.0713071239984405","0","A"
"0.0218169391008207","0.1","A"
"0.0567895066545251","0.2","A"
"0.50761690611227","0.3","A"
"0.96455992046837","0.4","A"
"1.2220962288554","0.5","A"
"0.102861848819464","0","B"
"0.0723412941169601","0.1","B"
"0.193062856615914","0.2","B"
"1.37730457888109","0.3","B"
"2.92053708379852","0.4","B"
"3.61292605410936","0.5","B"
"0.215100022131662","0","C"
"0.0760557561539651","0.1","C"
"0.211184809336518","0.2","C"
"1.90309350673395","0.3","C"
"3.75003129510915","0.4","C"
"4.97092818412553","0.5","C"
"0.0837197502675653","0","A"
"0.0690286626052216","0.1","A"
"0.138104568861434","0.2","A"
"0.559627382158896","0.3","A"
"1.07378652060675","0.4","A"
"1.37491916936396","0.5","A"
"0.0928286444827861","0","B"
"0.235325033172313","0.1","B"
"0.562267571354487","0.2","B"
"1.53552810307388","0.3","B"
"3.67850853026484","0.4","B"
"5.51622715956036","0.5","B"
"0.21526428624583","0","C"
"0.24592460324752","0.1","C"
"0.555659997853281","0.2","C"
"2.23908511159451","0.3","C"
"4.32806795600726","0.4","C"
"5.21809114287419","0.5","C"
"0.0872159978092483","0","A"
"0.192298972966842","0.1","A"
"0.303800529042783","0.2","A"
"0.394583306441977","0.3","A"
"0.433108357962042","0.4","A"
"1.56891339595034","0.5","A"
"0.381932941341943","0","B"
"0.889638240730673","0.1","B"
"1.01300048735399","0.2","B"
"1.03409528334574","0.3","B"
"0.991725649192215","0.4","B"
"5.19139169681245","0.5","B"
"0.31636043453335","0","C"
"0.659023987989748","0.1","C"
"1.14682301391052","0.2","C"
"1.50821941683523","0.3","C"
"1.67760372921051","0.4","C"
"6.05429517804652","0.5","C"
"0.112705550190946","0","A"
"0.146703935739818","0.1","A"
"0.230144257239311","0.2","A"
"0.611087998239883","0.3","A"
"1.0703394370872","0.4","A"
"1.51231709678574","0.5","A"
"0.12890438837142","0","B"
"0.451065380879052","0.1","B"
"0.524777732159534","0.2","B"
"1.65413170261267","0.3","B"
"3.66215151315064","0.4","B"
"4.76678578553049","0.5","B"
"0.374840192844581","0","C"
"0.499427980276584","0.1","C"
"0.906241802986165","0.2","C"
"2.33766234692425","0.3","C"
"4.24307460754354","0.4","C"
"5.97085046536491","0.5","C"
"0.0394705105764614","0","A"
"0.0928241417964342","0.1","A"
"0.269754061775377","0.2","A"
"0.362597284504089","0.3","A"
"0.750368158467789","0.4","A"
"1.39957378203975","0.5","A"
"0.0635887320900909","0","B"
"0.242685484376269","0.1","B"
"0.967088950150998","0.2","B"
"0.899238602670311","0.3","B"
"1.70455658667139","0.4","B"
"4.38657994562883","0.5","B"
"0.103491556708299","0","C"
"0.331340436198679","0.1","C"
"1.07879049735797","0.2","C"
"1.39492839240541","0.3","C"
"2.87973872542682","0.4","C"
"5.41338139621203","0.5","C"
"0.0508964251243204","0","A"
"0.119115440208653","0.1","A"
"0.380065551524981","0.2","A"
"0.298830142580355","0.3","A"
"1.13405297574202","0.4","A"
"1.41278832944501","0.5","A"
"0.0529611749015034","0","B"
"0.113983375284872","0.1","B"
"1.65594937193081","0.2","B"
"1.18328588487883","0.3","B"
"2.79587530039144","0.4","B"
"3.7667243569439","0.5","B"
"0.136384909133332","0","C"
"0.348290997329975","0.1","C"
"1.3660493545752","0.2","C"
"1.12011590667015","0.3","C"
"4.45098820059504","0.4","C"
"5.5763614802844","0.5","C"
"0.017935994979837","0","A"
"0.0600992647468632","0.1","A"
"0.313959399103754","0.2","A"
"0.476480830331981","0.3","A"
"1.1297714098916","0.4","A"
"0.999698145708948","0.5","A"
"0.034731996358584","0","B"
"0.209578667511796","0.1","B"
"0.669224383237729","0.2","B"
"1.80986201063496","0.3","B"
"4.21326884224587","0.4","B"
"2.77235147399852","0.5","B"
"0.0469670321012155","0","C"
"0.181539509084134","0.1","C"
"1.18674593656879","0.2","C"
"1.86724351251098","0.3","C"
"4.47682400118011","0.4","C"
"3.8917992424919","0.5","C"
"0.0235341380985947","0","A"
"0.149725875829461","0.1","A"
"0.381514538576907","0.2","A"
"0.653017923707834","0.3","A"
"0.76592741366414","0.4","A"
"1.28367502206119","0.5","A"
"0.0563353532933212","0","B"
"0.240834095824665","0.1","B"
"0.828495259624932","0.2","B"
"1.82469788851476","0.3","B"
"2.39412334884214","0.4","B"
"3.88773005448317","0.5","B"
"0.0609147635746162","0","C"
"0.547178906097742","0.1","C"
"1.42108365056226","0.2","C"
"2.55778966418423","0.3","C"
"3.01353466829076","0.4","C"
"5.10940259737886","0.5","C"
"0.0314183052130664","0","A"
"0.0695575414277115","0.1","A"
"0.226145682032896","0.2","A"
"0.59945416060245","0.3","A"
"0.671848892197701","0.4","A"
"1.14258428500335","0.5","A"
"0.100610285455526","0","B"
"0.183309680436347","0.1","B"
"0.73988680336999","0.2","B"
"1.5396306881521","0.3","B"
"2.01410232836641","0.4","B"
"3.29261544756369","0.5","B"
"0.0913215787784664","0","C"
"0.234273782801949","0.1","C"
"0.833334788561675","0.2","C"
"2.38722558346089","0.3","C"
"2.66281102905007","0.4","C"
"4.57457242645514","0.5","C"
"0.0188499175018227","0","A"
"0.137368937302384","0.1","A"
"0.214560276485293","0.2","A"
"0.345540813795914","0.3","A"
"0.81949652604719","0.4","A"
"1.17476155157799","0.5","A"
"0.0181321221542913","0","B"
"0.39116569547189","0.1","B"
"0.961288226496598","0.2","B"
"1.35347624671164","0.3","B"
"2.39158007890483","0.4","B"
"2.94699134060104","0.5","B"
"0.0585319570578306","0","C"
"0.416178556990783","0.1","C"
"0.818980911345621","0.2","C"
"1.32119904811379","0.3","C"
"3.22537365281742","0.4","C"
"4.66122097019684","0.5","C"
"0.0376925144208152","0","A"
"0.0857168506542618","0.1","A"
"0.110264305459103","0.2","A"
"0.481359732708273","0.3","A"
"1.14525200935388","0.4","A"
"0.957727482372104","0.5","A"
"0.0449479311748733","0","B"
"0.0990514843893943","0.1","B"
"0.418992769796773","0.2","B"
"1.45261046717378","0.3","B"
"2.8605127335796","0.4","B"
"3.42655067215902","0.5","B"
"0.102402814702272","0","C"
"0.231505547575207","0.1","C"
"0.416282161199978","0.2","C"
"1.89506136703007","0.3","C"
"4.53499049151178","0.4","C"
"3.86637997758847","0.5","C"
"0.0882554806128187","0","A"
"0.0245012017561982","0.1","A"
"0.190652327127752","0.2","A"
"0.462521557038733","0.3","A"
"0.429054234900915","0.4","A"
"0.878972653432863","0.5","A"
"0.113826997703263","0","B"
"0.0315290519010257","0.1","B"
"0.659561137674769","0.2","B"
"1.45986183603106","0.3","B"
"0.873104765168753","0.4","B"
"2.42441321302831","0.5","B"
"0.278774315677112","0","C"
"0.0838776879196549","0.1","C"
"0.737345650558756","0.2","C"
"1.7689794647112","0.3","C"
"1.68174966588372","0.4","C"
"3.36380300353844","0.5","C"
"0.0459309713380757","0","A"
"0.106593163019728","0.1","A"
"0.218161175638224","0.2","A"
"0.477272047369659","0.3","A"
"1.19494656839296","0.4","A"
"1.34894106251038","0.5","A"
"0.0561002380467066","0","B"
"0.208636846955061","0.1","B"
"0.642010368951885","0.2","B"
"1.35725262567782","0.3","B"
"3.59327852082461","0.4","B"
"4.45029145596403","0.5","B"
"0.136761099881427","0","C"
"0.407876113975519","0.1","C"
"0.797455437717963","0.2","C"
"1.76450213600318","0.3","C"
"4.66174880525793","0.4","C"
"5.37474684009692","0.5","C"
"0.0329878141498529","0","A"
"0.0919573518010637","0.1","A"
"0.223902977183656","0.2","A"
"0.747470595036334","0.3","A"
"1.09621417744616","0.4","A"
"1.59181805757588","0.5","A"
"0.049096667442551","0","B"
"0.244935718999571","0.1","B"
"0.7016522371079","0.2","B"
"2.37081307063777","0.3","B"
"4.02572070806172","0.4","B"
"4.25597088903541","0.5","B"
"0.0824995767933304","0","C"
"0.291562900274329","0.1","C"
"0.862139411564296","0.2","C"
"2.95161715378797","0.3","C"
"4.42508788681457","0.4","C"
"6.26282174563595","0.5","C"
"0.0756649767463675","0","A"
"0.145096887579686","0.1","A"
"0.215044752892076","0.2","A"
"0.420031938604488","0.3","A"
"0.956199938517104","0.4","A"
"1.62718265601342","0.5","A"
"0.13215023558248","0","B"
"0.470368080649011","0.1","B"
"0.880774789203392","0.2","B"
"1.31694717956438","0.3","B"
"3.54885083371577","0.4","B"
"4.18106275343525","0.5","B"
"0.257336877616383","0","C"
"0.474352664048549","0.1","C"
"0.800219597073504","0.2","C"
"1.5952225521537","0.3","C"
"3.75776794434698","0.4","C"
"6.32882968847117","0.5","C"
"0.0380153024037517","0","A"
"0.0891342116754568","0.1","A"
"0.356773837939331","0.2","A"
"0.560389980408595","0.3","A"
"0.420011942589409","0.4","A"
"1.21905151182588","0.5","A"
"0.0512808563810645","0","B"
"0.17358971875424","0.1","B"
"0.588746127206619","0.2","B"
"1.88322407809818","0.3","B"
"1.24782457926336","0.4","B"
"4.57965994147157","0.5","B"
"0.12300283078552","0","C"
"0.276416149643204","0.1","C"
"1.26687717318384","0.2","C"
"2.20248325763261","0.3","C"
"1.68549836876514","0.4","C"
"4.50476360964231","0.5","C"
"0.0301259364738735","0","A"
"0.0431971699044702","0.1","A"
"0.315018912919616","0.2","A"
"0.300476627308996","0.3","A"
"1.13266305369616","0.4","A"
"1.23395203238648","0.5","A"
"0.0589702644811361","0","B"
"0.127391817639638","0.1","B"
"0.988376671228146","0.2","B"
"0.721449198232563","0.3","B"
"3.62856835334615","0.4","B"
"4.64748087238244","0.5","B"
"0.0846060607101998","0","C"
"0.155041094860827","0.1","C"
"1.13833372732424","0.2","C"
"1.22624220188482","0.3","C"
"4.46243900335641","0.4","C"
"4.8837974365279","0.5","C"
"0.0774800935730952","0","A"
"0.0945892915542044","0.1","A"
"0.288143517362242","0.2","A"
"0.229447424467678","0.3","A"
"0.755006854301303","0.4","A"
"1.23822707835808","0.5","A"
"0.146138136211176","0","B"
"0.333722589849015","0.1","B"
"1.02182158979472","0.2","B"
"0.929987337971394","0.3","B"
"2.07915289675995","0.4","B"
"4.42262943238888","0.5","B"
"0.215444106654211","0","C"
"0.316584875373751","0.1","C"
"1.07329853682197","0.2","C"
"0.881708866419724","0.3","C"
"2.95339711849563","0.4","C"
"4.78772884392476","0.5","C"
"0.0209847716674245","0","A"
"0.0807148365589131","0.1","A"
"0.27714721535403","0.2","A"
"0.590706841140183","0.3","A"
"0.86483417547025","0.4","A"
"0.811575968748156","0.5","A"
"0.0783090728335238","0","B"
"0.170756595572268","0.1","B"
"0.851538703265832","0.2","B"
"1.26741165295962","0.3","B"
"3.55995498716053","0.4","B"
"2.82845206917693","0.5","B"
"0.0625542612476428","0","C"
"0.298843902139359","0.1","C"
"1.03907678951825","0.2","C"
"2.17784773142074","0.3","C"
"3.3640905561515","0.4","C"
"3.20410017356838","0.5","C"
"0.0321023655206227","0","A"
"0.0561944567243359","0.1","A"
"0.343901177664821","0.2","A"
"0.347217674067599","0.3","A"
"0.879757451186268","0.4","A"
"1.37326185749866","0.5","A"
"0.0763611802835317","0","B"
"0.148892659114628","0.1","B"
"1.02694933537718","0.2","B"
"1.20707436071561","0.3","B"
"3.20778196255774","0.4","B"
"4.46066832510008","0.5","B"
"0.0815450128445181","0","C"
"0.195413711213168","0.1","C"
"1.27635282803618","0.2","C"
"1.38464616974153","0.3","C"
"3.4176798177834","0.4","C"
"5.47891061418361","0.5","C"
"0.0457823907863249","0","A"
"0.0629816071486489","0.1","A"
"0.166513243257938","0.2","A"
"0.446520123056624","0.3","A"
"1.01019450378913","0.4","A"
"0.977416690815522","0.5","A"
"0.0745970386988277","0","B"
"0.172421798094682","0.1","B"
"0.397512311669335","0.2","B"
"1.21689224140128","0.3","B"
"2.64096543192404","0.4","B"
"3.60712540191936","0.5","B"
"0.128160667260926","0","C"
"0.225909942314822","0.1","C"
"0.653397463346609","0.2","C"
"1.75658148019548","0.3","C"
"4.04450965470623","0.4","C"
"3.84132209757403","0.5","C"
"0.0789043821035442","0","A"
"0.0976096792725773","0.1","A"
"0.405186276124336","0.2","A"
"0.541270641780764","0.3","A"
"0.816445715176276","0.4","A"
"1.21403647143787","0.5","A"
"0.0862586020225145","0","B"
"0.138785576826441","0.1","B"
"1.33737234751638","0.2","B"
"1.59965269393894","0.3","B"
"2.31128584639713","0.4","B"
"3.52588019458214","0.5","B"
"0.203444982320026","0","C"
"0.274876732273426","0.1","C"
"1.58950722144029","0.2","C"
"2.17397162883971","0.3","C"
"3.05712954147409","0.4","C"
"4.81861639336072","0.5","C"
"0.0492283996635815","0","A"
"0.0759525600342813","0.1","A"
"0.197539567022017","0.2","A"
"0.555926220954819","0.3","A"
"0.563511596527545","0.4","A"
"1.21605403847261","0.5","A"
"0.0701146067784155","0","B"
"0.205055935656575","0.1","B"
"0.705057651530617","0.2","B"
"1.91129324889525","0.3","B"
"1.7826867577873","0.4","B"
"3.96818412491194","0.5","B"
"0.125540397905321","0","C"
"0.282643922162351","0.1","C"
"0.793699208159923","0.2","C"
"2.05828624574598","0.3","C"
"2.28704821211707","0.4","C"
"4.61866599085273","0.5","C"
"0.0556573333944608","0","A"
"0.0637242445235811","0.1","A"
"0.306132268039439","0.2","A"
"0.809587784338941","0.3","A"
"0.878528632995376","0.4","A"
"1.34820564128441","0.5","A"
"0.163108807442642","0","B"
"0.237564958364363","0.1","B"
"1.1821699950582","0.2","B"
"2.54210457407577","0.3","B"
"2.63075469527068","0.4","B"
"4.98489216196101","0.5","B"
"0.185627481100315","0","C"
"0.228063565977695","0.1","C"
"1.13587853567015","0.2","C"
"3.20819133083203","0.3","C"
"3.34080658778553","0.4","C"
"5.30285880749567","0.5","C"
"0.0572842432151971","0","A"
"0.0995017972143168","0.1","A"
"0.475200858243735","0.2","A"
"0.272032286135496","0.3","A"
"0.750352241536784","0.4","A"
"1.16803897867186","0.5","A"
"0.135841868474072","0","B"
"0.240127930909195","0.1","B"
"1.28471744904889","0.2","B"
"0.983923180882759","0.3","B"
"2.62898003973764","0.4","B"
"3.79419898816841","0.5","B"
"0.150441199131971","0","C"
"0.337717969638035","0.1","C"
"1.80148240629415","0.2","C"
"1.11197458270451","0.3","C"
"2.9851328515855","0.4","C"
"4.62028335363034","0.5","C"
"0.0234000621844058","0","A"
"0.0945744726888719","0.1","A"
"0.44440728221976","0.2","A"
"0.587859173721784","0.3","A"
"0.818639112439401","0.4","A"
"1.64008865439385","0.5","A"
"0.0304078359175427","0","B"
"0.331296564367605","0.1","B"
"1.67130215608373","0.2","B"
"1.73294124514077","0.3","B"
"3.13065367270038","0.4","B"
"5.51912121814081","0.5","B"
"0.0579209614183447","0","C"
"0.326402276406831","0.1","C"
"1.74603838734898","0.2","C"
"2.40479715563828","0.3","C"
"3.15440100585878","0.4","C"
"6.21617200442889","0.5","C"
"0.0458122700189508","0","A"
"0.0618519729310422","0.1","A"
"0.30547363978","0.2","A"
"0.45377664281931","0.3","A"
"0.803067434434079","0.4","A"
"1.64640979166903","0.5","A"
"0.0485823498944658","0","B"
"0.0586991007304542","0.1","B"
"0.721537953844286","0.2","B"
"1.88366973815222","0.3","B"
"2.17651634025238","0.4","B"
"5.87034001371527","0.5","B"
"0.145361913294653","0","C"
"0.199570448880746","0.1","C"
"1.14835585884712","0.2","C"
"1.71043544001916","0.3","C"
"3.18126108569561","0.4","C"
"6.64873642149606","0.5","C"
"0.0431675964564919","0","A"
